SET NUMBER|CARD NUMBER|NAME|RARITY|THRESHOLD|TYPE|SUB TYPE|FACTION|SOCKET COUNT|COST|ATK|HEALTH|TEXT|FLAVOR|RESTRICTION|ARTIST|ENTERS PLAY EXHAUSTED|EQUIPMENT STRING|CURRENT RESOURCES ADDED|MAX RESOURCES ADDED|UUID
AZ2|0|Dagger Handlers|Common||Equipment|Gloves||0||0|0|Your Sneakblade of the Milky Eyes have, "Lifedrain."||||0||0|0|33c63ab9-f36f-4c94-91ec-ba4d3e899155
AZ2|0|Sneaky Garment|Rare||Equipment|Chest||0||0|0|Your Sneakblade of the Milky Eyes have, "When this deals combat damage to a champion, summon a Battle Hopper."||||0||0|0|199f5020-cfff-4484-8bcf-127ea778439f
AZ2|0|Fanged Barrier|Rare||Equipment|Chest||0||0|0|Your Fanged Fanatics have, "When a Vennen deals combat damage to an opposing champion, create a Spiderling Egg for each damage dealt and put them into that champion's deck."||||0||0|0|64e796f0-0fa2-4c1e-a656-d8685aed4d8d
AZ2|0|Cube of The Hatchery|Uncommon||Equipment|Trinket||0||0|0|Your Fanged Fanatics have, "Deploy - Create five Spiderling Eggs and put them into each opposing champion's deck."||||0||0|0|5ba1c1d9-76a3-449c-b97f-66aaa9e885fd
AZ2|0|Dark Tourniquet|Rare||Equipment|Trinket||0||0|0|Your Dark Echoes have, "At the start of your turn, if this is in your crypt and there are eight or more actions in opposing crypts, put this into your hand."||||0||0|0|1b91e41b-302d-4b6d-95e9-3b19655a9896
AZ2|0|Dark Slippers|Uncommon||Equipment|Feet||0||0|0|Your Dark Echoes become Quick Actions||||0||0|0|5cf4445a-53ae-45a3-b9a0-29562895ae7b
AZ2|0|Chestguard of the Forager|Uncommon||Equipment|Chest||0||0|0|Your Apex Foragers have, "Sacrifice an artifact -> This gets +1[ATK]/+1[DEF]."||||0||0|0|d32d09a3-f089-4e48-bbcb-dd3be6b7a0d1
AZ2|0|Apex Cowl|Rare||Equipment|Head||0||0|0|Your Apex Foragers have, "Exhaust, Discard four cards, -> Destroy target card."||||0||0|0|5832534c-c8cd-4618-9145-5688bcb22923
AZ2|0|Scutt's Wire Puller|Common||Equipment|Weapon||0||0|0|Your Scutt's Sparkers instead have, "[BASIC]: (2), Exhaust, Remove an energy counter from this -> This deals 3 damage to target champion or troop."||||0||0|0|2ea842d4-9feb-4fc8-a68d-2c048d67bc04
AZ2|0|Insulated Cover|Rare||Equipment|Chest||0||0|0|Your Scutt's Sparkers have, "Sacrifice a Robot -> Add energy counters to this equal to the sacrificed troop's [DEF]."||||0||0|0|743a8959-b993-4ff6-82a8-bbc741435bf9
AZ2|0|Bastard Sword of the Larva|Rare||Equipment|Weapon||0||0|0|Your Killarvaes have, "50% chance: When this deals combat damage to an opposing champion, transform this into a The Killipede."||||0||0|0|207aa6c1-672c-457c-9275-6b903ffa2c19
AZ2|0|Moon Boots|Uncommon||Equipment|Feet||0||0|0|Your Blizzards have, "[SAPPHIRE][SAPPHIRE]: (3) -> Ready target troop you control."||||0||0|0|9c44b3e9-2a5b-4c7c-ad1b-7435fd4180c2
AZ2|0|Winter Coat|Common||Equipment|Chest||0||0|0|Your Blizzards have, "Deploy - Exhaust all troops."||||0||0|0|b72634ad-dc97-44cd-a36a-54ddc7cb2867
AZ2|0|Imp Tools|Common||Equipment|Weapon||0||0|0|Your Demolitionist Hijackers instead have, "At the start of your turn, destroy another random artifact or troop. If you destroyed an opposing card this way, a random opposing champion gains control of this."||||0||0|0|bfb8667c-50d3-4624-bd63-4f4fbece80a5
AZ2|0|Gloves of the Suttee|Rare||Equipment|Gloves||0||0|0|Your Suffering Pyres have "At the start of your turn, gain [L1][R0] for each burning counter on you."||||0||0|0|a70cd8fe-83b5-4c1a-a4bd-19c1c118f29a
AZ2|0|Scheming Mitts|Common||Equipment|Gloves||0||0|0|Your Illusionary Schemers instead have "Deploy - Six random non-resource cards in your deck get "When you play this, copy it.""||||0||0|0|22250309-9b85-4fc5-856e-f5bec2dd88d4
AZ2|0|Schemer's Hide|Rare||Equipment|Trinket||0||0|0|Your Illusionary Schemers instead have "When you play this, copy it two times."||||0||0|0|6cea09d2-18d6-4d1e-a803-b4c4a5f54d16
AZ2|0|Cement Shoes|Common||Equipment|Feet||0||0|0|Your Clutches of the Depths become Quick Actions.||||0||0|0|56f99af6-667c-4738-8bca-b2f7dc9539b2
AZ2|0|Helm of Buoyancy|Legendary||Equipment|Head||0||0|0|Your Clutch of the Depths have, "All your The Krakens in all zones get cost (0) this turn."||||0||0|0|ef1996c9-d45e-418c-8722-4bd0d4a4949f
AZ2|0|Ceremonial Sash|Common||Equipment|Chest||0||0|0|Your Nibblin Ceremony have, "(4) -> Target troop gets +1[ATK]/+1[DEF]."||||0||0|0|2d50d8a4-66c8-40d8-a225-35e6e0f9f50b
AZ2|0|Ceremonial Coronet|Rare||Equipment|Head||0||0|0|Your Nibblin Ceremony have "When a Nibblin you control attacks, gain [L2][R0]."||||0||0|0|e4c36cd1-c685-4ce5-a9cf-a64883b9aaea
AZ2|0|Meditation Stompers|Common||Equipment|Feet||0||0|0|Your Iljuni Mediator have, "Steadfast."||||0||0|0|8c72b112-6443-44ac-be52-225571ccf0f5
AZ2|0|Chest of the Gatekeeper|Legendary||Equipment|Chest||0||0|0|Your Sophro's Gatekeepers have, "[ONE-SHOT]: Deathcry - Put this into play."||||0||0|0|e72f3e42-80a7-4693-807f-a828e9b91076
AZ2|0|Visor of the Gatekeeper|Common||Equipment|Head||0||0|0|Your Sophro's Gatekeepers have "Cost -(1)."||||0||0|0|d39dbdd2-df06-4e9c-ab3e-f729e3eca7f5
AZ2|0|Venomous Cleaver|Rare||Equipment|Weapon||0||0|0|Your Dark Pact Demons have, "This has +1[ATK]/+1[DEF] for each vulnerable counter on you.    This has +1[ATK]/+1[DEF] for each dazed counter on you."||||0||0|0|41c1c34d-7a73-44e9-9f2f-70cad821958e
AZ2|0|Bane of the Demon|Uncommon||Equipment|Head||0||0|0|Your Dark Pact Demons have, "Deathcry - Put this into your hand. You lose 6 health."||||0||0|0|11c8247d-fe85-44f6-880a-c341817e33a5
AZ2|0|Claw of the Phoenix|Common||Equipment|Feet||0||0|0|Your Wildflame Phoenixes have, "Speed."||||0||0|0|fe58f7de-84dc-47c9-8d9e-05f5596b1dd5
AZ2|0|Breast of the Phoenix|Uncommon||Equipment|Chest||0||0|0|Your Wildflame Phoenixes instead have, "Deathcry - Put this into your hand. Then, discard a card at random. This deals damage to each opposing champion and troop equal to the discarded card's cost."||||0||0|0|5f2e5316-c919-4d5b-9f53-03cb8c76e41b
AZ2|0|Production Template|Legendary||Equipment|Trinket||0||0|0|Your Mass Produces have, "Summon X replicas of target troop."||||0||0|0|df3c41c6-6dba-4259-a9e2-3748803328d3
AZ2|0|Production Chestguard|Uncommon||Equipment|Chest||0||0|0|Your Mass Produces have, "Robots you control get Spellshield."||||0||0|0|f351d4c3-e8c4-4412-91e7-2e1187d3092f
AZ2|0|Talisman of Juurdin|Common||Equipment|Trinket||0||0|0|Each of your cards named Juurdin have "Deploy - Summon a Seed Pod."||||0||0|0|3bb9ce4c-76e6-42e5-b47c-4d50c99ebc83
AZ2|0|Scale of Juurdin|Legendary||Equipment|Chest||0||0|0|Each of your cards named Juurdin have, "Deathcry - Add three seed counters to each Plant you control."||||0||0|0|25b736bf-ffcb-49b3-8ce5-96ad242c15d4
AZ2|0|Dwarven Fishing Pole|Uncommon||Equipment|Weapon||0||0|0|Your Dwarven Fish Bait have, "Deploy - This deals 1 damage to each opposing troop."||||0||0|0|f179ed45-7e1a-4542-b78c-d9351cca5eeb
AZ2|0|Seismic Charge|Common||Equipment|Trinket||0||0|0|Your Seismic Pounders have, "When a troop surfaces, it gets "This enters play exhausted.""||||0||0|0|988b5cf3-f561-4e19-b410-19b566bf66f8
AZ2|0|Sample Greaves|Uncommon||Equipment|Gloves||0||0|0|Your Detox Bots have "Exhaust ->: Void a random bane in your deck."||||0||0|0|78112ccc-7531-4faf-83ea-71159bf06c11
AZ2|0|Cradle of Madness|Legendary||Equipment|Chest||0||0|0|Your Dark Descents have, "Void your crypt. Summon a Zombie for each troop voided this way. Gain 2 health for each resource voided this way."||||0||0|0|4638ef30-6a84-4f4e-a505-f594caf03417
AZ2|0|Declivous Cap|Rare||Equipment|Head||0||0|0|Your Dark Descents have, "Zombies you control get Lethal."||||0||0|0|7fe4a4b3-8419-450d-9b93-7692381b2f6a
AZ2|0|Otherworldly Claws|Rare||Equipment|Gloves||0||0|0|Your Claws of the Dead have, "[BLOOD][BLOOD][BLOOD], While this is in your hand: Sacrifice three troops -> Play this for free."||||0||0|0|8056d0fc-1844-4488-8b35-0068534c05ce
AZ2|0|Dead Man's Mark|Uncommon||Equipment|Trinket||0||0|0|Your Claws of the Dead instead have, "Bury the top five cards of each opposing champion's deck. Target opposing champion voids a card they control or in their hand for each troop in their crypt."||||0||0|0|6aeeb257-2fb7-4c39-8294-bc4ab8728cec
AZ2|0|Warlock's Footsteps|Uncommon||Equipment|Feet||0||0|0|Your Blades of Bone become Quick Actions.||||0||0|0|9eda70aa-c1f5-42a2-854d-0e2895a3223e
AZ2|0|Cover of Mysticism|Rare||Equipment|Head||0||0|0|Your Blades of Bone  have, "That troop battles up to one target opposing troop."||||0||0|0|94af5d9b-ef2d-4c05-9cb5-7766ccf4df17
AZ2|0|Carrion Mask|Uncommon||Equipment|Head||0||0|0|Your Carrion Thrashers have, "Deploy - This battles target opposing troop."||||0||0|0|94a81288-c480-43a7-bd62-e0cf2240b159
AZ2|0|Blade of the Eternal Feast|Uncommon||Equipment|Weapon||0||0|0|Your Brutecrown Gorgers have, "[DIAMOND]: Swiftstrike."||||0||0|0|7be39af2-c895-4baf-8fd3-d520d154d752
AZ2|0|Blazing Gloves|Uncommon||Equipment|Gloves||0||0|0|Your Blazemaws have, "Crush"||||0||0|0|d3dec047-cf3f-4c0a-b6ec-42bcffef4a7b
AZ2|0|Victim's Memento|Legendary||Equipment|Head||0||0|0|Your Drag to the Depths instead have, "Put all troops into your deck. They get "When you draw this, play this for free. Then, draw a card."||||0||0|0|ff5baf95-6278-439d-9354-bae138e12cc6
AZ2|0|Seafaring Gloves|Uncommon||Equipment|Gloves||0||0|0|Your Drag to the Depths have, "Gain a charge for each troop put into your deck."||||0||0|0|fdcb8fba-3b20-49ac-8c6e-d57c5c4ef427
AZ2|0|Golden Curiass|Rare||Equipment|Chest||0||0|0|Your Hardshell Guardclaws instead have, "Deploy - Other troops you control get Shell."||||0||0|0|b1dd637b-7cd0-4b5f-87fb-2eb5c7592dc9
AZ2|0|Tide Galoshes|Uncommon||Equipment|Feet||0||0|0|Your Hardshell Guardclaws have, "+2[DEF]."||||0||0|0|56ce277b-e82c-4782-956f-f63e33bc6abf
AZ2|0|Helm of the Elemental|Uncommon||Equipment|Head||0||0|0|Your Stormsprites have, "[SAPPHIRE]: Flight."||||0||0|0|6eddffd2-954e-4ff0-aa60-c34ce0f1ea91
AZ2|0|Cutlass of Storms|Rare||Equipment|Weapon||0||0|0|Your Stormsprites instead have, "At the end of each turn, if you gained two or more charges this turn and this is in your crypt, choose an Elemental in your crypt. Put it into play exhausted."||||0||0|0|53110cf3-f1f7-4a9c-a131-fa7762119d99
AZ2|0|Gloves of the Full Tankard|Uncommon||Equipment|Gloves||0||0|0|Your Portsmeare Guards  have, "[DIAMOND]: (1) -> This gets +1[DEF] this turn."||||0||0|0|66340b9c-f283-4110-a1db-a8befc2da0b3
AZ2|0|Hag Transport|Uncommon||Equipment|Trinket||0||0|0|Your Blightwater Hags have, "Sacrifice two other troops -> Revert this."||||0||0|0|7f4cdf30-9fce-452e-9dd6-59a8f2fcd465
AZ2|0|Steady Eddy Boots|Rare||Equipment|Feet||0||0|0|Your Tidal Eddies instead have, "Put all cards in your hand on the bottom of your deck. Then, draw a card for each card put into your deck this way plus 1. Then, each action in your hand gets cost -(1).    Each opposing champion puts their hand on the bottom of their deck. Then, they draw a card for each card put into their deck this way minus 1. Then, each action in their hand gets cost +(1)."||||0||0|0|17ae5eca-a2fe-45ef-8e65-ef0f7e26ba42
AZ2|0|Breastplate of the Behemoth|Uncommon||Equipment|Chest||0||0|0|Your Horrorcrafted Behemoths have, "Opposing troops must block this if able."||||0||0|0|f4dcc0ab-fd42-4e46-b9d9-8ddf91daf665
AZ2|0|Giant's Visage|Legendary||Equipment|Head||0||0|0|Your Horrorcrafted Behemoths have, "[BASIC], While this is in your crypt: Sacrifice three artifacts or troops -> Put this into play."||||0||0|0|a1d8f3d8-1d9e-485f-8b93-11d2ab32fdd3
AZ2|0|Dagger of a Thousand Needles|Uncommon||Equipment|Weapon||0||0|0|Your Nibblin Swarms have, "Crush."||||0||0|0|5825a697-cabe-4e7f-8634-726331964886
AZ2|0|Swarming Fingers|Rare||Equipment|Gloves||0||0|0|Your Nibblin Swarms have, "This has cost -(1) in all zones for each Nibblin you control."||||0||0|0|c6f9082a-cd6e-4825-af8e-4a9b0bc1e262
AZ2|0|Fang of Scallath|Rare||Equipment|Trinket||0||0|0|Your Scallaths instead have, "When this deals combat damage to an opposing champion, two random cards in that champion's hand get "When you play this, each opposing champion draws a card.""||||0||0|0|f8b257f8-61e6-45d7-9cea-a65b975d127d
AZ2|0|Diving Tunic|Uncommon||Equipment|Chest||0||0|0|Your Scallaths have, "+2[DEF]."||||0||0|0|73130d2a-74ef-4b61-9795-3d3b02eb9e96
AZ2|0|Plain Metal Helm|Rare||Equipment|Head||0||0|0|Your Glyph-Covered Walls have, "When a troop with 0[ATK] enters play under your control, it gets "Exhaust, Bury the top card of each opposing champion's deck.""||||0||0|0|a524ee75-2dc2-4ba0-b356-66c6ed0154e6
AZ2|0|Kukatan Coin|Uncommon||Equipment|Trinket||0||0|0|Your Halls of Kukatan have, "Opposing troops enter play exhausted."||||0||0|0|ecabc33a-e0a7-46d5-b9ce-8937bc99247b
AZ2|0|Beastly Foot-Stompers|Uncommon||Equipment|Feet||0||0|0|Your Gorilla Pounders have, "Deploy - Revert target card."||||0||0|0|06dc1c8b-63af-4845-9025-7bfd25971833
AZ2|0|Unnecessary Extra Armament|Legendary||Equipment|Weapon||0||0|0|Your Mega-Bot 9000 have, "[ONE-SHOT]: Deathcry - Put this into play."||||0||0|0|d12846de-658d-4ec2-8eaf-ff74a3fd31a7
AZ2|0|Helm of the Automaton|Rare||Equipment|Head||0||0|0|Your Mega-Bot 9000 have, "At the end of each turn, create a random artifact and put it into your crypt."||||0||0|0|a63a9821-0c5a-4ca2-a718-f2e9d08e288a
AZ2|0|Chest of Electrical Force|Uncommon||Equipment|Chest||0||0|0|Your Cerebral Jack-Hats instead have, "Exhaust, Remove an energy counter from this -> Draw two cards, then discard a card."||||0||0|0|383ae0a8-2d8c-4263-85d0-77231744f57f
AZ2|0|Factoring Fingers|Rare||Equipment|Gloves||0||0|0|Your Cerebral Jack-Hats have, "(4) -> Put this into your hand."||||0||0|0|12b1d5be-1f52-4c94-8729-6b501cf6a5bc
AZ2|0|Enhanced Boots|Rare||Equipment|Feet||0||0|0|Your Scraptooth Cyborgs instead have, "Deathcry - This deals damage to each opposing champion and troop equal to the number of artifacts in your crypt."||||0||0|0|91c8520b-5acb-4fe5-92c6-0de9355d428e
AZ2|0|Cyborg Switch|Uncommon||Equipment|Trinket||0||0|0|Your Scraptooth Cyborgs have, "+2[ATK]/+2[DEF]."||||0||0|0|5bd826d6-b09c-49b2-b69a-c5d958a496d7
AZ2|0|Whistle Wraps|Uncommon||Equipment|Gloves||0||0|0|Your Dynamo Whistles have, "(4) -> Put this into your hand."||||0||0|0|78b3bd05-8df4-453d-a588-67c28f321615
AZ2|0|Giggling Guard|Uncommon||Equipment|Chest||0||0|0|Your Giggling Scavengers have, "Crush."||||0||0|0|60850bc6-aba7-4cfe-9e68-4d50a037822c
AZ2|0|Medallion of the Scraptooth|Uncommon||Equipment|Trinket||0||0|0|Your Scraptooth Bouncers have, "Deathcry - Put target artifact from your crypt into your hand."||||0||0|0|bc7ba2c3-22a9-4b3e-9d7f-cc2b57d47ee3
Armies of Myth|0|Vampire's Crown|Uncommon||Equipment|Head||0||0|0|Your Vampire Princesses have, "Your Vampire Kings in all zones have cost - (3)."||||0||0|0|23ba8f25-eaeb-49a5-a52c-b2d9550f93ac
Armies of Myth|0|Ambush Treads|Common||Equipment|Feet||0||0|0|Your Ambush Guides instead have, "Your troops with cost (4) or less in all zones are quick."||||0||0|0|a4ba9341-d21a-45be-89fa-e27c715703b0
Armies of Myth|0|Lixil's Sticker|Common||Equipment|Weapon||0||0|0|Your Eye of Lixils have, "[BLOOD][DIAMOND][RUBY][SAPPHIRE][WILD]: This has +2[ATK]/+2[DEF]."||||0||0|0|f6318afd-9d14-4d96-91e5-011de9da9598
Armies of Myth|0|Ascended Crown|Common||Equipment|Head||0||0|0|Your Holy Ascensions have, "When you gain a charge, gain 2 health."||||0||0|0|d37fafe9-0859-4227-b342-f9278fe908f4
Armies of Myth|0|Ranger's Mitts|Common||Equipment|Gloves||0||0|0|Your Valiant Escorts instead have, "(1), Sacrifice this -> Put another target troop you control into your hand. If that troop is a Ranger, it gets cost (0)."||||0||0|0|ad6bca76-b247-4829-b9b9-534a90be8646
Armies of Myth|0|Veteran's Halberd|Common||Equipment|Weapon||0||0|0|Your Veteran Raiders have, "This has +1[ATK] for each Rogue in play."||||0||0|0|920f4c99-6ce8-477a-be8a-b8fbecee693b
Armies of Myth|0|Boots of the Zephyr|Common||Equipment|Feet||0||0|0|Your Arcane Zephyrs have, "Mage Allegiance: This has cost -(1) in all zones."||||0||0|0|00ac14c4-47f4-4f93-b7fc-86dc77217f60
Armies of Myth|0|Carnasaur Handlers|Common||Equipment|Gloves||0||0|0|Your Carnasauruses have, "+1[DEF]."||||0||0|0|469c5d5c-6a9f-4ea3-9c6a-7001431315af
Armies of Myth|0|Harvesting Hands|Common||Equipment|Gloves||0||0|0|Your Grim Harvesters have, "When a Cleric dies, each opposing champion loses 1 health and you gain 1 health."||||0||0|0|cd562cc6-fb21-4d30-a200-26f6e9cd93a9
Primal Dawn|0|Blood-Soaked Wraps|Common||Equipment|Gloves||0||0|0|Your Death Chants have, "Deploy - Chants in your hand get cost -(1)."||||0||0|0|b69d80ad-f2a9-4aac-92fe-db68248e9145
Primal Dawn|0|Corpse Caller's Catch|Common||Equipment|Head||0||0|0|Your Corpse Callers have, "Deploy - You may bury the top five cards of your deck."||||0||0|0|bcdce229-9cad-4341-9657-4fa2a5ba89ef
Primal Dawn|0|Furious Loafers|Common||Equipment|Feet||0||0|0|Your Fury Chants have, "Deploy - Chants in your hand get cost -(1)."||||0||0|0|e5330273-a135-4ea8-8162-4aded70cf047
Primal Dawn|0|Trench Knife|Rare||Equipment|Weapon||0||0|0|Your Deathmask Ravagers have, "Deploy - Rogues you control get Rage 1 and Speed."||||0||0|0|994d4503-ebd1-4fdc-b4cf-35aa1619a5e2
Primal Dawn|0|Widget|Common||Equipment|Trinket||0||0|0|Your Mesmeric Chants have, "Deploy - Chants in your hand get cost -(1)."||||0||0|0|b9917f7a-c0f5-4fc3-9171-84c96d0237b4
Primal Dawn|0|Runeweb Armguards|Common||Equipment|Gloves||0||0|0|Your Runeweb Weavers have, "Other Mages you control have Flight."||||0||0|0|e61ddc4d-a11b-4769-bce4-608a8276f4e6
Primal Dawn|0|Winter Hat|Uncommon||Equipment|Head||0||0|0|Your Chilltail Guides instead have, "Deploy - Create a Chill for each other Coyotle, Ranger, or troop with Flight you control and put them into your hand."||||0||0|0|3ee22ba2-c4d5-4c9e-a869-5fc99e03fc4b
Primal Dawn|0|Prophecy Cover|Legendary||Equipment|Chest||0||0|0|Your Tales of Destiny have, "When a Unique troop enters play under your control, if this is in your crypt, put this into your hand."||||0||0|0|d364e378-df28-4a0d-9adb-30424637f3fa
Primal Dawn|0|Flickering Knife|Common||Equipment|Weapon||0||0|0|Your Flickering Gobblers have, "Deploy - A random action in your hand gets cost -(1)."||||0||0|0|5f275d9f-2d38-4c2a-9b16-3418176533c8
Primal Dawn|0|Gobbler's Footgear|Common||Equipment|Feet||0||0|0|Each of your cards named Bogberg, the Great Gobbler have, "Speed."||||0||0|0|658ec4e0-eeed-43a8-9e22-5dc1ba84e186
Primal Dawn|0|Verdant Blade|Common||Equipment|Weapon||0||0|0|Your Verdant Chants have, "Deploy - Chants in your hand get cost -(1)."||||0||0|0|033bbac5-886a-439b-a7d1-62dfc9d187cd
Primal Dawn|0|Scaly Cap|Uncommon||Equipment|Head||0||0|0|Your Chomposaurs have, "When another Dinosaur enters play under your control, destroy target artifact or constant."||||0||0|0|b2f873ec-ff13-44d2-b16e-2cd07502ddcb
Primal Dawn|0|Singing Adornment|Uncommon||Equipment|Head||0||0|0|Your Songs of the Sun instead have, "Replenish your resource points. Gain 1 health for each resource gained this way."||||0||0|0|a8a545cf-69e0-44b8-8e98-239f20b0b29e
Primal Dawn|0|Bow of the Howler|Legendary||Equipment|Weapon||0||0|0|Your Echohowl Alphas have, "When a Warrior enters play under your control, troops you control get +2[ATK]/+2[DEF] and Crush this turn."||||0||0|0|5552ca29-dfe0-4865-b435-c73b1c3c5eca
Primal Dawn|0|Improvised Helmet|Common||Equipment|Head||0||0|0|Your Battle Chants have, "Deploy - Chants in your hand get cost -(1)."||||0||0|0|1b73b45d-4a4f-4068-8a93-4290a5c355a1
Primal Dawn|0|Ceremonial Hands|Common||Equipment|Gloves||0||0|0|Each of your cards named Benediction and Empowered Benediction<//b> have, "If you control a Cleric, put this into your hand."||||0||0|0|478d5d78-abf3-4336-ac50-bdf48a68b21c
Primal Dawn|0|Soul Carver|Uncommon||Equipment|Weapon||0||0|0|Your Soul Slavers have, "When a Phantom enters play under your control, it gets +1[ATK]/+1[DEF]."||||0||0|0|adf30fd7-846d-4b44-9844-c639022005ee
Herofall|0|Gloves of Betrayal|Legendary||Equipment|Gloves||0||0|0|Your Herofalls instead have, "Gain control of target non-[UNDERWORLD] troop.     This has cost -(1) in all zones for each [UNDERWORLD] troop you control."||||0||0|0|68ede445-02f3-4a6b-8404-4d62078d3569
AZ2|0|Glass Flail|Common||Equipment|Weapon||0||0|0|Your Junk Barriers have "This has +1[ATK]/+1[DEF] for each Junk in your crypt."||||0||0|0|c023ad13-3e9c-4d88-9f17-f6ad048f3fd3
Shattered Destiny|0|Twisted Shuriken|Common||Equipment|Weapon||0||0|0|Your Crackling Bolts have, "Gain a charge for each card in your crypt with Crackling in its name."||||0||0|0|25de080b-b1a5-4932-bcf8-7a0a8aeb496b
Shattered Destiny|0|Jurassic Sandals|Common||Equipment|Feet||0||0|0|Your Savage Lords have "This has +1[ATK] for each Dinosaur you control."||||0||0|0|2cb37b92-5c6f-4e68-bcdb-a1c028ee4e28
Shattered Destiny|0|Mirthkin Loupe|Uncommon||Equipment|Trinket||0||0|0|Your Iljuni Mirthkins have, "Skyguard"||||0||0|0|18f75396-352c-4a39-8378-df6153ff5377
Shattered Destiny|0|Cloud Gauntlets|Uncommon||Equipment|Gloves||0||0|0|Your Hawkwinds have, "Coyotle you control have Skyguard."||||0||0|0|2bfd23ea-45fc-49e2-ab67-76a128e149d9
Shattered Destiny|0|Lightning Infused Claw|Common||Equipment|Gloves||0||0|0|Your Robotic Raptures instead have, "Robots in your crypt get +1[ATK]/+1[DEF]. Put all artifacts in your crypt into your hand."||||0||0|0|961e522f-a7a3-4608-b67f-b2e05b89155d
Armies of Myth|0|Sage's Vestments|Legendary||Equipment|Chest||0||0|0|Your Eternal Sages instead have, "When you gain:      - [BLOOD], Bury the top ten cards of each opposing champion's deck.   - [DIAMOND], Gain 8 health.   - [RUBY], This deals 2 damage to all opposing troops.   - [SAPPHIRE], Exhaust up to two target opposing troops. They can't ready during their controller's next ready step.   - [WILD], Target troop gets +6[ATK]/+6[DEF] this turn."||||0||0|0|e6f98211-e3a3-492d-8b2c-38fc8ce2ae3a
Armies of Myth|0|Rot Soup|Common||Equipment|Trinket||0||0|0|Your Rot Casts have, "[BLOOD][BLOOD][BLOOD][BLOOD], While this is in your hand: (0) -> Transform this into a Rot Caster. "||||0||0|0|840f451d-2d0b-46d5-a94c-a4e1e8e004a4
Campaign Created Champions|0|Boat|Champion||Champion|Boat|None|0||0|0|[BASIC]: [5] -> Draw two cards. Drawn non-resource cards get cost +(2).    [BASIC], Cooldown 2: (0) -> Deal 2 damage to a random opposing champion or troop.||||0||0|0|720c8b17-b99b-4ed5-af74-edefcce88a6b
Set02_PvE_Talents_alternates|0|Destructive Magic|Non-Collectible||Quick Action||None|0|8|0|0|Deal #VAR1_2# damage to each opposing champion.    You invoke "destroy up to #VAR2_1# target cards."    At the start of your turn, if this is in your hand or deck, choose one at random: This gets cost -(2); increase the first bolded number by 2; or increase the second bolded number by 1.|||Michael Berube|0||0|0|3033b84e-bc87-86ed-2a4c-2dfd674489b7
Set02_PvE_Talents_alternates|0|Protective Magic|Non-Collectible||Quick Action||None|0|3|0|0|Gain #VAR1_2# health.    Draw #VAR2_1# cards.    At the start of your turn, if this is in your hand or deck, choose one at random: This gets cost -(1); increase the first bolded number by 4; or increase the second bolded number by 2.|||Michael Berube|0||0|0|ae2ea01d-8f41-7292-5b35-d59b14bea8f4
Set02_PvE_Talents_alternates|0|Guardian Golem|Non-Collectible||Troop, Artifact|Construct|None|0|1|0|2|Defensive    [ONE-SHOT]: (1), Exhaust -> Target card you control gets Invincible this turn.    (2) Exhaust -> Gain 1 health. Gain 1[SP].|||Jason Pichon|0||0|0|2f532315-e852-8a88-3940-55fbe44f3e6f
Set02_PvE_Talents_alternates|0|#PET_BUMBLE_BEE#|Non-Collectible|1 Wild|Troop|Pet Insect|None|0|2|1|1|Flight    Deploy - Target opposing champion or troop becomes Marked.||Unique|Piotr Arendzikowski|0||0|0|80652ce1-2d2e-afaa-9b59-6c63451943ac
Set02_PvE_Talents_alternates|0|#PET_BUMBLE_BEE#|Non-Collectible|1 Wild|Troop|Pet Insect|None|0|2|1|1|Flight    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Piotr Arendzikowski|0||0|0|260f39c5-93fe-50d4-d5a7-8f1e16dd9876
Set02_PvE_Talents_alternates|0|#PET_BUMBLE_BEE#|Non-Collectible|1 Wild|Troop|Pet Insect|None|0|2|1|1|Flight    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Piotr Arendzikowski|0||0|0|61261332-253c-4fe5-a11e-3d9027a97415
Set02_PvE_Talents_alternates|0|#PET_BUMBLE_BEE#|Non-Collectible|1 Wild|Troop|Pet Insect|None|0|2|1|2|Flight    Deploy - Target opposing champion or troop becomes Marked.||Unique|Piotr Arendzikowski|0||0|0|2064c266-6886-12e4-6eed-61669af7ac57
Set02_PvE_Talents_alternates|0|#PET_BUMBLE_BEE#|Non-Collectible|1 Wild|Troop|Pet Insect|None|0|2|1|2|Flight    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.    Deploy - Target opposing champion or troop becomes Marked.||Unique|Piotr Arendzikowski|0||0|0|c1280faa-5e4e-a3b5-a663-c342062c1520
Set02_PvE_Talents_alternates|0|#PET_BUMBLE_BEE#|Non-Collectible|1 Wild|Troop|Pet Insect|None|0|2|1|2|Flight    [BASIC] [ONE-SHOT]: Exhaust -> This deals damage equal to its [ATK] to target Marked troop.||Unique|Piotr Arendzikowski|0||0|0|da2cefcf-ad68-4b34-b266-af447c10b1ac
Set02_PvE_Talents_alternates|0|#PET_BUMBLE_BEE#|Non-Collectible|1 Wild|Troop|Pet Insect|None|0|2|1|2|Flight||Unique|Piotr Arendzikowski|0||0|0|2c911789-2eea-4357-b611-7643bac4173e
